Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Internal Node ID,Correct,accuracy_pic_trial,accuracy,trial_dur,match,accuracy_color_trial,prop_correct,minutes,,accuracy_percentage,phase,correct_resp,correct_response
64,1646737412728,08/03/2022 11:03:32,1646737412443,1,08/03/2022 12:03:32,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,421,/task/320432/9/asset/yellow.png,,, ,image-keyboard-response,63,137054,0.0-2.3-2.30,,,1,2370,1,1,1,1.9833333333333334,,,test,, 
65,1646737415148,08/03/2022 11:03:35,1646737414834,1,08/03/2022 12:03:34,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,642,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,64,139444,0.0-2.3-0.31,,1,1,2370,,,0.9952380952380951,,,,test,,j
66,1646737417609,08/03/2022 11:03:37,1646737417242,1,08/03/2022 12:03:37,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,65,141854,0.0-2.3-2.31,,,1,2400,,1,1,2.0633166666666667,,,test,,
67,1646737419960,08/03/2022 11:03:39,1646737419657,1,08/03/2022 12:03:39,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,667,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,66,144269,0.0-2.4-0.32,,1,1,2400,,,0.9953846153846154,,,,test,,f
68,1646737422402,08/03/2022 11:03:42,1646737422106,1,08/03/2022 12:03:42,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,67,146717,0.0-2.4-2.32,,,1,2430,,1,1,2.1443833333333333,,,test,,
69,1646737424854,08/03/2022 11:03:44,1646737424556,1,08/03/2022 12:03:44,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,618,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,68,149167,0.0-2.4-0.33,,1,1,2430,,,0.9955223880597015,,,,test,,j
70,1646737427322,08/03/2022 11:03:47,1646737427031,1,08/03/2022 12:03:47,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,69,151643,0.0-2.4-2.33,,,1,2460,,1,1,2.2264666666666666,,,test,,
71,1646737430146,08/03/2022 11:03:50,1646737429514,1,08/03/2022 12:03:49,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,718,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,70,154125,0.0-2.4-0.34,,1,1,2460,,,0.9956521739130435,,,,test,,f
72,1646737432319,08/03/2022 11:03:52,1646737432015,1,08/03/2022 12:03:52,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/purple.png,,,,image-keyboard-response,71,156627,0.0-2.4-2.34,,,1,2490,,1,1,2.3095333333333334,,,test,,
73,1646737434804,08/03/2022 11:03:54,1646737434516,1,08/03/2022 12:03:54,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,640,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,72,159127,0.0-2.4-0.35,,1,1,2490,,,0.995774647887324,,,,test,,j
74,1646737437339,08/03/2022 11:03:57,1646737437054,1,08/03/2022 12:03:57,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,73,161665,0.0-2.4-2.35,,,1,2520,,1,1,2.3935166666666667,,,test,,
75,1646737439891,08/03/2022 11:03:59,1646737439588,1,08/03/2022 12:03:59,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1028,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,74,164200,0.0-2.4-0.36,,1,1,2520,,,0.995890410958904,,,,test,,j
76,1646737442438,08/03/2022 11:04:02,1646737442146,1,08/03/2022 12:04:02,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/purple.png,,,,image-keyboard-response,75,166757,0.0-2.4-2.36,,,1,2550,,1,1,2.4783833333333334,,,test,,
77,1646737444994,08/03/2022 11:04:04,1646737444701,1,08/03/2022 12:04:04,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,697,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,76,169311,0.0-2.4-0.37,,1,1,2550,,,0.996,,,,test,,f
78,1646737447603,08/03/2022 11:04:07,1646737447287,1,08/03/2022 12:04:07,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,77,171899,0.0-2.4-2.37,,,1,2580,,1,1,2.5640666666666667,,,test,,
79,1646737450349,08/03/2022 11:04:10,1646737449870,1,08/03/2022 12:04:09,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,782,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,78,174482,0.0-2.4-0.38,,1,1,2580,,,0.9961038961038962,,,,test,,f
80,1646737452792,08/03/2022 11:04:12,1646737452490,1,08/03/2022 12:04:12,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,758,/task/320432/9/asset/green.png,,, ,image-keyboard-response,79,177101,0.0-2.4-2.38,,,1,2610,1,1,1,2.6507833333333335,,,test,, 
81,1646737455424,08/03/2022 11:04:15,1646737455119,1,08/03/2022 12:04:15,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,906,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,80,179730,0.0-2.4-0.39,,1,1,2610,,,0.9962025316455697,,,,test,,f
82,1646737458065,08/03/2022 11:04:18,1646737457771,1,08/03/2022 12:04:17,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,630,/task/320432/9/asset/green.png,,, ,image-keyboard-response,81,182382,0.0-2.4-2.39,,,1,2640,1,1,1,2.7388,,,test,, 
83,1646737460736,08/03/2022 11:04:20,1646737460432,1,08/03/2022 12:04:20,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,853,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,82,185044,0.0-2.5-0.40,,1,1,2640,,,0.9962962962962963,,,,test,,f
84,1646737463417,08/03/2022 11:04:23,1646737463120,1,08/03/2022 12:04:23,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,648,/task/320432/9/asset/green.png,,, ,image-keyboard-response,83,187731,0.0-2.5-2.40,,,1,2670,1,1,1,2.82795,,,test,, 
85,1646737466107,08/03/2022 11:04:26,1646737465796,1,08/03/2022 12:04:25,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,735,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,84,190408,0.0-2.5-0.41,,1,1,2670,,,0.9963855421686746,,,,test,,f
86,1646737468793,08/03/2022 11:04:28,1646737468501,1,08/03/2022 12:04:28,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,653,/task/320432/9/asset/green.png,,, ,image-keyboard-response,85,193112,0.0-2.5-2.41,,,1,2700,1,1,1,2.9176333333333333,,,test,, 
87,1646737471506,08/03/2022 11:04:31,1646737471204,1,08/03/2022 12:04:31,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,830,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,86,195815,0.0-2.5-0.42,,1,1,2700,,,0.9964705882352941,,,,test,,j
88,1646737474260,08/03/2022 11:04:34,1646737473947,1,08/03/2022 12:04:33,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,521,/task/320432/9/asset/green.png,,, ,image-keyboard-response,87,198557,0.0-2.5-2.42,,,1,2730,1,1,1,3.0084,,,test,, 
89,1646737476996,08/03/2022 11:04:36,1646737476695,1,08/03/2022 12:04:36,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,703,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,88,201306,0.0-2.5-0.43,,1,1,2730,,,0.996551724137931,,,,test,,f
90,1646737479771,08/03/2022 11:04:39,1646737479473,1,08/03/2022 12:04:39,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,641,/task/320432/9/asset/green.png,,, ,image-keyboard-response,89,204084,0.0-2.5-2.43,,,1,2760,1,1,1,3.1005,,,test,, 
91,1646737482549,08/03/2022 11:04:42,1646737482241,1,08/03/2022 12:04:42,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1035,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,90,206852,0.0-2.5-0.44,,1,1,2760,,,0.9966292134831461,,,,test,,f
92,1646737485335,08/03/2022 11:04:45,1646737485046,1,08/03/2022 12:04:45,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,91,209657,0.0-2.5-2.44,,,1,2790,,1,1,3.1933833333333332,,,test,,
93,1646737488166,08/03/2022 11:04:48,1646737487859,1,08/03/2022 12:04:47,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1082,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,92,212470,0.0-2.5-0.45,,1,1,2790,,,0.9967032967032967,,,,test,,j
94,1646737490989,08/03/2022 11:04:50,1646737490690,1,08/03/2022 12:04:50,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,833,/task/320432/9/asset/red.png,,, ,image-keyboard-response,93,215302,0.0-2.5-2.45,,,1,2820,1,1,1,3.28745,,,test,, 
95,1646737493818,08/03/2022 11:04:53,1646737493526,1,08/03/2022 12:04:53,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,753,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,94,218138,0.0-2.5-0.46,,1,1,2820,,,0.9967741935483869,,,,test,,f
96,1646737496692,08/03/2022 11:04:56,1646737496393,1,08/03/2022 12:04:56,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,438,/task/320432/9/asset/red.png,,, ,image-keyboard-response,95,221004,0.0-2.5-2.46,,,1,2850,1,1,1,3.3825,,,test,, 
97,1646737499561,08/03/2022 11:04:59,1646737499256,1,08/03/2022 12:04:59,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,769,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,96,223867,0.0-2.5-0.47,,1,1,2850,,,0.996842105263158,,,,test,,j
98,1646737502440,08/03/2022 11:05:02,1646737502140,1,08/03/2022 12:05:02,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,729,/task/320432/9/asset/red.png,,, ,image-keyboard-response,97,226752,0.0-2.5-2.47,,,1,2880,1,1,1,3.478283333333333,,,test,, 
99,1646737505325,08/03/2022 11:05:05,1646737505028,1,08/03/2022 12:05:05,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,664,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,98,229640,0.0-2.6-0.48,,1,1,2880,,,0.9969072164948453,,,,test,,f
100,1646737508260,08/03/2022 11:05:08,1646737507958,1,08/03/2022 12:05:07,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,548,/task/320432/9/asset/red.png,,, ,image-keyboard-response,99,232570,0.0-2.6-2.48,,,1,2910,1,1,1,3.57525,,,test,, 
101,1646737511184,08/03/2022 11:05:11,1646737510886,1,08/03/2022 12:05:10,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,839,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,100,235498,0.0-2.6-0.49,,1,1,2910,,,0.996969696969697,,,,test,,f
102,1646737514140,08/03/2022 11:05:14,1646737513844,1,08/03/2022 12:05:13,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,536,/task/320432/9/asset/red.png,,, ,image-keyboard-response,101,238456,0.0-2.6-2.49,,,1,2940,1,1,1,3.67335,,,test,, 
103,1646737517095,08/03/2022 11:05:17,1646737516805,1,08/03/2022 12:05:16,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,940,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,102,241416,0.0-2.6-0.50,,1,1,2940,,,0.997029702970297,,,,test,,f
104,1646737520075,08/03/2022 11:05:20,1646737519788,1,08/03/2022 12:05:19,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/purple.png,,,,image-keyboard-response,103,244399,0.0-2.6-2.50,,,1,2970,,1,1,3.7724166666666665,,,test,,
105,1646737523055,08/03/2022 11:05:23,1646737522762,1,08/03/2022 12:05:22,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,742,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,104,247374,0.0-2.6-0.51,,1,1,2970,,,0.9970873786407766,,,,test,,j
106,1646737526080,08/03/2022 11:05:26,1646737525775,1,08/03/2022 12:05:25,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,,,image-keyboard-response,105,250386,0.0-2.6-2.51,,,1,3000,,1,1,3.8722,,,test,,
107,1646737529085,08/03/2022 11:05:29,1646737528783,1,08/03/2022 12:05:28,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,590,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,106,253394,0.0-2.6-0.52,,1,1,3000,,,0.997142857142857,,,,test,,f
108,1646737532119,08/03/2022 11:05:32,1646737531825,1,08/03/2022 12:05:31,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/blue.png,,,,image-keyboard-response,107,256436,0.0-2.6-2.52,,,1,3030,,1,1,3.9730166666666666,,,test,,
109,1646737535158,08/03/2022 11:05:35,1646737534865,1,08/03/2022 12:05:34,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,687,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,108,259476,0.0-2.6-0.53,,1,1,3030,,,0.9971962616822431,,,,test,,j
110,1646737538224,08/03/2022 11:05:38,1646737537932,1,08/03/2022 12:05:37,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1315,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,109,262543,0.0-2.6-2.53,,,1,3060,1,1,1,4.074816666666667,,,test,, 
111,1646737541316,08/03/2022 11:05:41,1646737541016,1,08/03/2022 12:05:41,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,887,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,110,265627,0.0-2.6-0.54,,1,1,3060,,,0.9972477064220183,,,,test,,j
112,1646737544404,08/03/2022 11:05:44,1646737544119,1,08/03/2022 12:05:44,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,650,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,111,268729,0.0-2.6-2.54,,,1,3090,1,1,1,4.177933333333334,,,test,, 
113,1646737547527,08/03/2022 11:05:47,1646737547233,1,08/03/2022 12:05:47,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,792,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,112,271843,0.0-2.6-0.55,,1,1,3090,,,0.9972972972972973,,,,test,,j
114,1646737550675,08/03/2022 11:05:50,1646737550381,1,08/03/2022 12:05:50,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,699,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,113,274991,0.0-2.6-2.55,,,1,3120,1,1,1,4.2823,,,test,, 
115,1646737553826,08/03/2022 11:05:53,1646737553527,1,08/03/2022 12:05:53,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,924,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,114,278138,0.0-2.7-0.56,,1,1,3120,,,0.9973451327433629,,,,test,,f
116,1646737556999,08/03/2022 11:05:56,1646737556695,1,08/03/2022 12:05:56,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,692,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,115,281307,0.0-2.7-2.56,,,1,3150,1,1,1,4.387533333333334,,,test,, 
117,1646737560159,08/03/2022 11:06:00,1646737559863,1,08/03/2022 12:05:59,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,836,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,116,284474,0.0-2.7-0.57,,1,1,3150,,,0.997391304347826,,,,test,,f
118,1646737563343,08/03/2022 11:06:03,1646737563051,1,08/03/2022 12:06:03,73265,15,task-v1am,,20182906,BLIND,5973538,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 97.0,1536x864,1536x864,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,117,287662,0.0-2.7-2.57,,,1,3180,,1,1,4.4934666666666665,,,test,,
