Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Internal Node ID,Correct,accuracy_pic_trial,accuracy,trial_dur,match,accuracy_color_trial,prop_correct,minutes,,accuracy_percentage,phase,correct_resp,correct_response
55,1644955223611,15/02/2022 20:00:23,1644955223551,1,15/02/2022 21:00:23,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,647,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,54,174747,0.0-2.3-0.26,,1,1,2220,,,0.9943396226415093,,,,test,,j
56,1644955225912,15/02/2022 20:00:25,1644955225808,1,15/02/2022 21:00:25,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/blue.png,,,,image-keyboard-response,55,177005,0.0-2.3-2.26,,,1,2250,,1,1,1.6690833333333333,,,test,,
57,1644955228130,15/02/2022 20:00:28,1644955228067,1,15/02/2022 21:00:28,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,610,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,56,179262,0.0-2.3-0.27,,1,1,2250,,,0.9945454545454546,,,,test,,f
58,1644955230415,15/02/2022 20:00:30,1644955230354,1,15/02/2022 21:00:30,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1011,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,57,181550,0.0-2.3-2.27,,,1,2280,1,1,1,1.74485,,,test,, 
59,1644955232697,15/02/2022 20:00:32,1644955232643,1,15/02/2022 21:00:32,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,662.9999999999709,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,58,183839,0.0-2.3-0.28,,1,1,2280,,,0.9947368421052633,,,,test,,j
60,1644955235029,15/02/2022 20:00:35,1644955234959,1,15/02/2022 21:00:34,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1709,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,59,186156,0.0-2.3-2.28,,,1,2310,1,1,1,1.8216,,,test,, 
61,1644955237341,15/02/2022 20:00:37,1644955237276,1,15/02/2022 21:00:37,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,593,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,60,188472,0.0-2.3-0.29,,1,1,2310,,,0.9949152542372882,,,,test,,j
62,1644955239682,15/02/2022 20:00:39,1644955239624,1,15/02/2022 21:00:39,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,587.9999999999709,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,61,190821,0.0-2.3-2.29,,,1,2340,1,1,1,1.89935,,,test,, 
63,1644955242059,15/02/2022 20:00:42,1644955241971,1,15/02/2022 21:00:41,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,630.0000000000291,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,62,193167,0.0-2.3-0.30,,1,1,2340,,,0.9950819672131148,,,,test,,j
64,1644955244419,15/02/2022 20:00:44,1644955244347,1,15/02/2022 21:00:44,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,523,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,63,195543,0.0-2.3-2.30,,,1,2370,1,1,1,1.9780666666666666,,,test,, 
65,1644955246799,15/02/2022 20:00:46,1644955246724,1,15/02/2022 21:00:46,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,758.0000000000291,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,64,197921,0.0-2.3-0.31,,1,1,2370,,,0.9952380952380951,,,,test,,f
66,1644955249176,15/02/2022 20:00:49,1644955249130,1,15/02/2022 21:00:49,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/black.png,,,,image-keyboard-response,65,200327,0.0-2.3-2.31,,,1,2400,,1,1,2.0577833333333335,,,test,,
67,1644955251612,15/02/2022 20:00:51,1644955251542,1,15/02/2022 21:00:51,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,647.0000000000291,/task/320432/9/asset/glass.jpg,,,j,image-keyboard-response,66,202734,0.0-2.4-0.32,,1,1,2400,,,0.9953846153846154,,,,test,,j
68,1644955254040,15/02/2022 20:00:54,1644955253979,1,15/02/2022 21:00:53,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,556,/task/320432/9/asset/black.png,,, ,image-keyboard-response,67,205175,0.0-2.4-2.32,,,1,2430,1,1,1,2.1386,,,test,, 
69,1644955256478,15/02/2022 20:00:56,1644955256417,1,15/02/2022 21:00:56,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,670.9999999999709,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,68,207614,0.0-2.4-0.33,,1,1,2430,,,0.9955223880597015,,,,test,,j
70,1644955258951,15/02/2022 20:00:58,1644955258884,1,15/02/2022 21:00:58,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,851,/task/320432/9/asset/black.png,,, ,image-keyboard-response,69,210081,0.0-2.4-2.33,,,1,2460,1,1,1,2.22035,,,test,, 
71,1644955261414,15/02/2022 20:01:01,1644955261352,1,15/02/2022 21:01:01,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1117.999999999971,/task/320432/9/asset/pear.jpg,,,j,image-keyboard-response,70,212548,0.0-2.4-0.34,,1,1,2460,,,0.9956521739130435,,,,test,,j
72,1644955263893,15/02/2022 20:01:03,1644955263849,1,15/02/2022 21:01:03,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,863,/task/320432/9/asset/black.png,,, ,image-keyboard-response,71,215045,0.0-2.4-2.34,,,1,2490,1,1,1,2.3031,,,test,, 
73,1644955266408,15/02/2022 20:01:06,1644955266346,1,15/02/2022 21:01:06,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,604.9999999999709,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,72,217542,0.0-2.4-0.35,,1,1,2490,,,0.995774647887324,,,,test,,j
74,1644955268928,15/02/2022 20:01:08,1644955268873,1,15/02/2022 21:01:08,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,658,/task/320432/9/asset/black.png,,, ,image-keyboard-response,73,220070,0.0-2.4-2.35,,,1,2520,1,1,1,2.386833333333333,,,test,, 
75,1644955271450,15/02/2022 20:01:11,1644955271400,1,15/02/2022 21:01:11,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,671,/task/320432/9/asset/house.jpg,,,f,image-keyboard-response,74,222597,0.0-2.4-0.36,,1,1,2520,,,0.995890410958904,,,,test,,f
76,1644955274028,15/02/2022 20:01:14,1644955273958,1,15/02/2022 21:01:13,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/green.png,,,,image-keyboard-response,75,225155,0.0-2.4-2.36,,,1,2550,,1,1,2.4715833333333332,,,test,,
77,1644955276567,15/02/2022 20:01:16,1644955276517,1,15/02/2022 21:01:16,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,670,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,76,227713,0.0-2.4-0.37,,1,1,2550,,,0.996,,,,test,,j
78,1644955279163,15/02/2022 20:01:19,1644955279104,1,15/02/2022 21:01:19,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1054,/task/320432/9/asset/green.png,,, ,image-keyboard-response,77,230301,0.0-2.4-2.37,,,1,2580,1,1,1,2.55735,,,test,, 
79,1644955281759,15/02/2022 20:01:21,1644955281695,1,15/02/2022 21:01:21,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,634.9999999999709,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,78,232887,0.0-2.4-0.38,,1,1,2580,,,0.9961038961038962,,,,test,,f
80,1644955284376,15/02/2022 20:01:24,1644955284310,1,15/02/2022 21:01:24,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/red.png,,,,image-keyboard-response,79,235507,0.0-2.4-2.38,,,1,2610,,1,1,2.6441166666666667,,,test,,
81,1644955286995,15/02/2022 20:01:26,1644955286932,1,15/02/2022 21:01:26,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,628,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,80,238128,0.0-2.4-0.39,,1,1,2610,,,0.9962025316455697,,,,test,,f
82,1644955289645,15/02/2022 20:01:29,1644955289579,1,15/02/2022 21:01:29,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,619,/task/320432/9/asset/red.png,,, ,image-keyboard-response,81,240775,0.0-2.4-2.39,,,1,2640,1,1,1,2.7319333333333335,,,test,, 
83,1644955292290,15/02/2022 20:01:32,1644955292226,1,15/02/2022 21:01:32,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,635,/task/320432/9/asset/key.jpg,,,j,image-keyboard-response,82,243423,0.0-2.5-0.40,,1,1,2640,,,0.9962962962962963,,,,test,,j
84,1644955294963,15/02/2022 20:01:34,1644955294903,1,15/02/2022 21:01:34,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1077,/task/320432/9/asset/red.png,,, ,image-keyboard-response,83,246100,0.0-2.5-2.40,,,1,2670,1,1,1,2.820666666666667,,,test,, 
85,1644955297640,15/02/2022 20:01:37,1644955297581,1,15/02/2022 21:01:37,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,816,/task/320432/9/asset/plane.jpg,,,f,image-keyboard-response,84,248777,0.0-2.5-0.41,,1,1,2670,,,0.9963855421686746,,,,test,,f
86,1644955300357,15/02/2022 20:01:40,1644955300290,1,15/02/2022 21:01:40,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,888,/task/320432/9/asset/red.png,,, ,image-keyboard-response,85,251484,0.0-2.5-2.41,,,1,2700,1,1,1,2.91045,,,test,, 
87,1644955303047,15/02/2022 20:01:43,1644955302996,1,15/02/2022 21:01:42,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,631,/task/320432/9/asset/truck.jpg,,,f,image-keyboard-response,86,254192,0.0-2.5-0.42,,1,1,2700,,,0.9964705882352941,,,,test,,f
88,1644955305789,15/02/2022 20:01:45,1644955305737,1,15/02/2022 21:01:45,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/blue.png,,,,image-keyboard-response,87,256934,0.0-2.5-2.42,,,1,2730,,1,1,3.0012333333333334,,,test,,
89,1644955308544,15/02/2022 20:01:48,1644955308474,1,15/02/2022 21:01:48,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,941.0000000000291,/task/320432/9/asset/elephant.jpg,,,f,image-keyboard-response,88,259671,0.0-2.5-0.43,,1,1,2730,,,0.996551724137931,,,,test,,f
90,1644955311296,15/02/2022 20:01:51,1644955311241,1,15/02/2022 21:01:51,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,786.9999999999709,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,89,262438,0.0-2.5-2.43,,,1,2760,1,1,1,3.092966666666667,,,test,, 
91,1644955314062,15/02/2022 20:01:54,1644955314008,1,15/02/2022 21:01:54,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,567,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,90,265205,0.0-2.5-0.44,,1,1,2760,,,0.9966292134831461,,,,test,,j
92,1644955316859,15/02/2022 20:01:56,1644955316805,1,15/02/2022 21:01:56,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,1171,/task/320432/9/asset/blue.png,,, ,image-keyboard-response,91,268002,0.0-2.5-2.44,,,1,2790,1,1,1,3.1857,,,test,, 
93,1644955319661,15/02/2022 20:01:59,1644955319602,1,15/02/2022 21:01:59,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,638,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,92,270799,0.0-2.5-0.45,,1,1,2790,,,0.9967032967032967,,,,test,,j
94,1644955322485,15/02/2022 20:02:02,1644955322430,1,15/02/2022 21:02:02,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/purple.png,,,,image-keyboard-response,93,273627,0.0-2.5-2.45,,,1,2820,,1,1,3.27945,,,test,,
95,1644955325331,15/02/2022 20:02:05,1644955325257,1,15/02/2022 21:02:05,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,646,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,94,276454,0.0-2.5-0.46,,1,1,2820,,,0.9967741935483869,,,,test,,j
96,1644955328173,15/02/2022 20:02:08,1644955328117,1,15/02/2022 21:02:08,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,899,/task/320432/9/asset/purple.png,,, ,image-keyboard-response,95,279313,0.0-2.5-2.46,,,1,2850,1,1,1,3.374216666666667,,,test,, 
97,1644955331027,15/02/2022 20:02:11,1644955330977,1,15/02/2022 21:02:10,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,595,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,96,282170,0.0-2.5-0.47,,1,1,2850,,,0.996842105263158,,,,test,,j
98,1644955333921,15/02/2022 20:02:13,1644955333864,1,15/02/2022 21:02:13,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,,/task/320432/9/asset/white.png,,,,image-keyboard-response,97,285061,0.0-2.5-2.47,,,1,2880,,1,1,3.4700166666666665,,,test,,
99,1644955337036,15/02/2022 20:02:17,1644955336752,1,15/02/2022 21:02:16,73265,15,task-v1am,,19475958,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1440x900,Part 1 completed,Basic Experiment_Dutch_Acc1,9,Part 1 completed,,Accuracy_level_1,591,/task/320432/9/asset/comb.jpg,,,j,image-keyboard-response,98,287948,0.0-2.6-0.48,,1,1,2880,,,0.9969072164948453,,,,test,,j
